listing_id,clean,address_variant,code_switched
3998,"Nhà tại quận Đống Đa, có 5 phòng ngủ, diện tích 55 mét vuông, giá dưới 23.5 tỷ đồng.","Nhà tại Q Đống Đa, 5 PN, 55 mét vuông, giá dưới 23.5 tỷ.","house tại Đống Đa, 5 BR, 55 mét vuông, giá dưới 23.5 B."
3999,"Nhà 4 phòng ngủ tại quận Đống Đa, diện tích 53 mét vuông, giá dưới 14.3 tỷ đồng","Nhà 4 PN tại Q Đống Đa, diện tích 53 mét vuông, giá dưới 14.3 tỷ","house 4 BR tại Đống Đa, diện tích 53 mét vuông, giá dưới 14.3 B"
4013,"Nhà tại quận Tây Hồ, 5 phòng ngủ, diện tích 34 mét vuông, giá dưới 14.85 tỷ đồng","Nhà tại Q Tây Hồ, 5 PN, 34 mét vuông, giá dưới 14.85 tỷ","house tại Tây Hồ, 5 BR, 34 mét vuông, giá dưới 14.85 B"
4015,"Cần bán căn hộ chung cư tại quận Thanh Xuân, có 4 phòng ngủ, diện tích 186 mét vuông, giá dưới 15.5 tỷ đồng.","Cần bán căn hộ chung cư tại Q Thanh Xuân, 4 PN, 186 mét vuông, giá dưới 15.5 tỷ.","Need bán apartment tại Thanh Xuân, 4 BR, 186 mét vuông, giá dưới 15.5 B."
4016,"Nhà tại quận Hà Đông, diện tích 30 mét vuông, 4 phòng ngủ, giá dưới 5.85 tỷ đồng","Nhà tại Q Hà Đông, diện tích 30 mét vuông, 4 PN, giá dưới 5.85 tỷ","house tại Hà Đông, diện tích 30 mét vuông, 4 BR, giá dưới 5.85 B"
4017,"Cần bán căn hộ chung cư tại quận Thanh Xuân, có 3 phòng ngủ, diện tích 128 mét vuông, giá dưới 9.2 tỷ đồng.","Cần bán căn hộ chung cư tại Q Thanh Xuân, 3 PN, 128 mét vuông, giá dưới 9.2 tỷ.","Need bán apartment tại Thanh Xuân, 3 BR, 128 mét vuông, giá dưới 9.2 B."
4023,"Nhà tại quận Đống Đa, có 4 phòng ngủ, diện tích 160 mét vuông, giá dưới 110.5 tỷ đồng.","Nhà tại Q Đống Đa, 4 PN, 160 mét vuông, giá dưới 110.5 tỷ.","house ở Đống Đa, 4 BR, 160 mét vuông, giá dưới 110.5 B."
4026,"Nhà tại quận Hà Đông, diện tích 51 mét vuông, 4 phòng ngủ, giá dưới 10.5 tỷ đồng.","Nhà tại Q Hà Đông, diện tích 51 mét vuông, 4 PN, giá dưới 10.5 tỷ.","apartment tại Hà Đông, diện tích 51 mét vuông, 4 BR, giá dưới 10.5 B."
4028,"Cần bán căn hộ chung cư tại quận Gia Lâm, có 3 phòng ngủ, diện tích 94.6 mét vuông, giá dưới 6.16 tỷ đồng.","Cần bán căn hộ chung cư tại Q Gia Lâm, 3 PN, 94.6 mét vuông, giá dưới 6.16 tỷ.","Need bán apartment tại Gia Lâm, 3 BR, 94.6 mét vuông, giá dưới 6.16 B."
4029,"Nhà tại quận Nam Từ Liêm, 3 phòng ngủ, diện tích 35 mét vuông, giá dưới 7,0 tỷ đồng","Nhà tại Q Nam Từ Liêm, 3 PN, 35 mét vuông, giá dưới 7,0 tỷ","house tại Nam Từ Liêm, 3 BR, 35 mét vuông, giá dưới 7,0 B"
4031,"Nhà tại quận Cầu Giấy, 3 phòng ngủ, diện tích 33 mét vuông, giá dưới 9.5 tỷ đồng.","Nhà tại Q Cầu Giấy, 3 PN, 33 mét vuông, giá dưới 9.5 tỷ.","house tại Cầu Giấy, 3 BR, 33 mét vuông, giá dưới 9.5 B."
4033,"Nhà tại quận Cầu Giấy, 5 phòng ngủ, diện tích 47 mét vuông, giá dưới 13.4 tỷ đồng.","Nhà tại Q Cầu Giấy, 5 PN, 47 mét vuông, giá dưới 13.4 tỷ.","house tại Cầu Giấy, 5 BR, 47 mét vuông, giá dưới 13.4 B."
4065,"Cần bán căn hộ chung cư tại quận Ba Đình, 3 phòng ngủ, diện tích 120 mét vuông, giá dưới 8.3 tỷ đồng.","Cần bán căn hộ chung cư tại Q Ba Đình, 3 PN, diện tích 120 mét vuông, giá dưới 8.3 tỷ.","Cần bán apartment tại Ba Đình, 3 BR, diện tích 120 mét vuông, giá dưới 8.3 B."
4078,"Tìm nhà tại quận Hai Bà Trưng, diện tích 110 mét vuông, có 7 phòng ngủ, giá dưới 26.5 tỷ đồng.","Tìm nhà tại Q Hai Bà Trưng, diện tích 110 mét vuông, có 7 PN, giá dưới 26.5 tỷ.","Tìm apartment/house tại Hai Bà Trưng, diện tích 110 mét vuông, 7 BR, giá dưới 26.5 B."
4082,"Nhà tại quận Đống Đa, có 2 phòng ngủ, diện tích 51,8 mét vuông, giá dưới 11,1 tỷ đồng","Nhà Q Đống Đa, 2 PN, 51,8 mét vuông, giá dưới 11,1 tỷ","house tại Đống Đa, 2 BR, 51,8 mét vuông, price under 11,1 B"
4086,"Nhà 4 phòng ngủ tại quận Thanh Xuân, diện tích 36 mét vuông, giá dưới 9.0 tỷ đồng","Nhà 4 PN tại Q Thanh Xuân, diện tích 36 mét vuông, giá dưới 9.0 tỷ","house 4 BR tại Thanh Xuân, diện tích 36 mét vuông, giá dưới 9.0 B"
4091,"Nhà tại quận Cầu Giấy, bốn phòng ngủ, diện tích 42 mét vuông, giá dưới 10.4 tỷ đồng","Nhà Q Cầu Giấy, 4 PN, 42 mét vuông, giá dưới 10.4 tỷ","house tại Cầu Giấy, 4 BR, 42 mét vuông, giá dưới 10.4 B"
4092,"Cần bán căn hộ chung cư tại quận Thanh Xuân, có 3 phòng ngủ, diện tích 80 mét vuông, giá dưới 8.0 tỷ đồng.","Cần bán căn hộ chung cư tại Q Thanh Xuân, 3 PN, 80 mét vuông, giá dưới 8.0 tỷ.","Need bán apartment tại Thanh Xuân, 3 BR, 80 mét vuông, giá dưới 8.0 B."
4095,"Nhà tại quận Nam Từ Liêm, diện tích 30 mét vuông, có 3 phòng ngủ, giá dưới 7 tỷ đồng.","Nhà tại Q Nam Từ Liêm, diện tích 30 mét vuông, có 3 PN, giá dưới 7 tỷ.","house tại Nam Từ Liêm, diện tích 30 mét vuông, 3 BR, giá dưới 7 B."
4097,"Cần tìm căn hộ chung cư tại quận Cầu Giấy, có 2 phòng ngủ, diện tích 70 mét vuông, giá dưới 4.75 tỷ đồng.","Tìm căn hộ chung cư ở Q Cầu Giấy, 2 PN, 70 mét vuông, giá dưới 4.75 tỷ.","Looking for apartment tại Cầu Giấy, 2 BR, 70 mét vuông, price under 4.75 B."
4100,"Tìm căn hộ chung cư tại quận Thanh Xuân, có 3 phòng ngủ, diện tích 93 mét vuông, giá dưới 9.0 tỷ đồng.","Tìm căn hộ chung cư tại Q Thanh Xuân, 3 PN, 93 mét vuông, giá dưới 9.0 tỷ.","Tìm apartment tại Thanh Xuân, 3 BR, 93 mét vuông, giá dưới 9.0 B."
4101,"Cần bán căn hộ chung cư 1 phòng ngủ tại quận Nam Từ Liêm, diện tích 43 mét vuông, giá dưới 3.65 tỷ đồng.","Cần bán căn hộ chung cư 1 PN tại Q Nam Từ Liêm, diện tích 43 mét vuông, giá dưới 3.65 tỷ.","Cần bán apartment 1 BR tại Nam Từ Liêm, diện tích 43 mét vuông, giá dưới 3.65 B."
4113,"Cần bán căn hộ chung cư tại quận Hoài Đức, có 3 phòng ngủ, diện tích 128 mét vuông, giá dưới 7.6 tỷ đồng.","Cần bán căn hộ chung cư tại Q Hoài Đức, 3 PN, 128 mét vuông, giá dưới 7.6 tỷ.","Need bán apartment tại Hoài Đức, 3 BR, 128 mét vuông, giá dưới 7.6 B."
4118,"Tìm shophouse tại quận Gia Lâm, có 1 phòng ngủ, diện tích 65 mét vuông, giá dưới 8.0 tỷ đồng.","Tìm shophouse tại Q Gia Lâm, 1 PN, 65 mét vuông, giá dưới 8.0 tỷ.","Tìm shophouse apartment tại Gia Lâm, 1 BR, 65 mét vuông, price under 8.0 B."
4127,"Nhà 3 phòng ngủ tại quận Ba Đình, diện tích 40 mét vuông, giá dưới 8.45 tỷ đồng","Nhà 3 PN tại Q Ba Đình, 40 mét vuông, giá dưới 8.45 tỷ","house 3 BR tại Ba Đình, 40 mét vuông, giá dưới 8.45 B"
4129,"Nhà tại quận Ba Đình, bốn phòng ngủ, diện tích 52 mét vuông, giá dưới 21.0 tỷ đồng.","Nhà tại Q Ba Đình, 4 PN, 52 mét vuông, giá dưới 21.0 tỷ.","house tại Ba Đình, 4 BR, 52 mét vuông, price under 21.0 B."
4146,"Nhà tại quận Đống Đa, 4 phòng ngủ, diện tích 50.8 mét vuông, giá dưới 21.1 tỷ đồng","Nhà tại Q Đống Đa, 4 PN, 50.8 mét vuông, giá dưới 21.1 tỷ","house tại Đống Đa, 4 BR, 50.8 mét vuông, giá dưới 21.1 B"
4159,"Nhà tại quận Long Biên, 3 phòng ngủ, diện tích 33 mét vuông, giá dưới 7.3 tỷ đồng","Nhà tại Q Long Biên, 3 PN, 33 mét vuông, giá dưới 7.3 tỷ","house tại Long Biên, 3 BR, 33 mét vuông, giá dưới 7.3 B"
4165,"Nhà tại quận Tây Hồ, 3 phòng ngủ, diện tích 23 mét vuông, giá dưới 6.3 tỷ đồng","Nhà tại Q Tây Hồ, 3 PN, diện tích 23 mét vuông, giá dưới 6.3 tỷ","house tại Tây Hồ, 3 BR, diện tích 23 mét vuông, giá dưới 6.3 B"
4178,"Nhà tại quận Hoàn Kiếm, bốn phòng ngủ, diện tích 101 mét vuông, giá dưới 62.3 tỷ đồng","Nhà tại Q Hoàn Kiếm, 4 PN, 101 mét vuông, giá dưới 62.3 tỷ","house tại Hoàn Kiếm, 4 BR, 101 mét vuông, giá dưới 62.3 B"
4180,"Nhà tại quận Hai Bà Trưng, diện tích 37 mét vuông, có 3 phòng ngủ, giá dưới 8.0 tỷ đồng.","Nhà Q Hai Bà Trưng, 37 mét vuông, 3 PN, giá dưới 8.0 tỷ.","house ở quận Hai Bà Trưng, 37 mét vuông, 3 BR, giá dưới 8.0 B."
4187,"Cần bán căn hộ chung cư tại quận Thanh Xuân, có 3 phòng ngủ, diện tích 99 mét vuông, giá dưới 5,5 tỷ đồng.","Cần bán căn hộ chung cư tại Q Thanh Xuân, 3 PN, 99 mét vuông, giá dưới 5,5 tỷ.","Need bán apartment tại Thanh Xuân, 3 BR, 99 mét vuông, giá dưới 5,5 B."
4196,"Nhà tại quận Long Biên, 3 phòng ngủ, diện tích 38 mét vuông, giá dưới 6.4 tỷ đồng","Nhà tại Q Long Biên, 3 PN, 38 mét vuông, giá dưới 6.4 tỷ","house tại Long Biên, 3 BR, 38 mét vuông, giá dưới 6.4 B"
4212,"Nhà tại quận Thanh Xuân, 4 phòng ngủ, diện tích 95 mét vuông, giá dưới 33.8 tỷ đồng.","Nhà tại Q Thanh Xuân, 4 PN, 95 mét vuông, giá dưới 33.8 tỷ.","house tại Thanh Xuân, 4 BR, 95 mét vuông, giá dưới 33.8 B."
4216,"Nhà tại quận Đống Đa, diện tích 72 mét vuông, có 5 phòng ngủ, giá dưới 21.5 tỷ đồng.","Nhà tại Q Đống Đa, 72 mét vuông, 5 PN, giá dưới 21.5 tỷ.","house tại Đống Đa, 72 mét vuông, 5 BR, giá dưới 21.5 B."
4220,"Nhà tại quận Cầu Giấy, 4 phòng ngủ, diện tích 60 mét vuông, giá dưới 19.5 tỷ đồng.","Nhà tại Q Cầu Giấy, 4 PN, 60 mét vuông, giá dưới 19.5 tỷ.","house tại Cầu Giấy, 4 BR, 60 mét vuông, giá dưới 19.5 B."
4221,"Nhà tại quận Long Biên, 3 phòng ngủ, diện tích 40 mét vuông, giá dưới 6.4 tỷ đồng","Nhà tại Q Long Biên, 3 PN, 40 mét vuông, giá dưới 6.4 tỷ","house ở Long Biên, 3 BR, 40 mét vuông, giá dưới 6.4 B"
4226,"Cần tìm căn hộ chung cư tại quận Thanh Trì, có 2 phòng ngủ, diện tích 76,9 mét vuông, giá dưới 5,3 tỷ đồng.","Cần tìm căn hộ chung cư tại Q Thanh Trì, 2 PN, 76,9 mét vuông, giá dưới 5,3 tỷ.","Tìm apartment tại Thanh Trì, 2 BR, diện tích 76,9 mét vuông, giá dưới 5,3 B."
4231,"Nhà tại quận Ba Đình, có 10 phòng ngủ, diện tích 58 mét vuông, giá dưới 14.1 tỷ đồng.","Nhà ở Q Ba Đình, 10 PN, 58 mét vuông, giá dưới 14.1 tỷ.","house tại Ba Đình, 10 BR, 58 mét vuông, giá dưới 14.1 B."
4234,"Nhà tại quận Hoàng Mai, 3 phòng ngủ, diện tích 30 mét vuông, giá dưới 6.8 tỷ đồng.","Nhà tại Q Hoàng Mai, 3 PN, diện tích 30 mét vuông, giá dưới 6.8 tỷ.","house tại Hoàng Mai, 3 BR, diện tích 30 mét vuông, giá dưới 6.8 B."
4238,"Cần tìm căn hộ chung cư tại quận Nam Từ Liêm, có 2 phòng ngủ, diện tích 75,5 mét vuông, giá dưới 8,4 tỷ đồng.","Tìm căn hộ chung cư ở Q Nam Từ Liêm, 2 PN, 75,5 mét vuông, giá dưới 8,4 tỷ.","apartment tại Nam Từ Liêm, 2 BR, 75,5 mét vuông, giá dưới 8,4 B."
4241,"Nhà tại quận Đống Đa, 3 phòng ngủ, diện tích 45 mét vuông, giá dưới 9.1 tỷ đồng","Nhà tại Q Đống Đa, 3 PN, 45 mét vuông, giá dưới 9.1 tỷ","house tại Đống Đa, 3 BR, 45 mét vuông, giá dưới 9.1 B"
4258,"Nhà 3 phòng ngủ tại quận Thanh Xuân, diện tích 78 mét vuông, giá dưới 10 tỷ đồng.","Nhà 3 PN tại Q Thanh Xuân, diện tích 78 mét vuông, giá dưới 10 tỷ.","house 3 BR tại Thanh Xuân, diện tích 78 mét vuông, giá dưới 10 B."
4261,"Nhà tại quận Cầu Giấy, có 14 phòng ngủ, diện tích 59 mét vuông, giá dưới 10.5 tỷ đồng.","Nhà tại Q Cầu Giấy, 14 PN, 59 mét vuông, giá dưới 10.5 tỷ.","apartment tại Cầu Giấy, 14 BR, 59 mét vuông, giá dưới 10.5 B."
4267,"Nhà tại quận Đống Đa, 5 phòng ngủ, diện tích 47 mét vuông, giá dưới 8.8 tỷ đồng","Nhà tại Q Đống Đa, 5 PN, 47 mét vuông, giá dưới 8.8 tỷ","house tại Đống Đa, 5 BR, 47 mét vuông, giá dưới 8.8 B"
4276,"Nhà tại quận Tây Hồ, có 5 phòng ngủ, diện tích 64 mét vuông, giá dưới 24.5 tỷ đồng.","Nhà ở Q Tây Hồ, 5 PN, 64 mét vuông, giá dưới 24.5 tỷ.","house tại Tây Hồ, 5 BR, 64 mét vuông, giá dưới 24.5 B."
4281,"Cần tìm căn hộ chung cư tại quận Bắc Từ Liêm, có 2 phòng ngủ, diện tích 66 mét vuông, giá dưới 5.1 tỷ đồng.","Tìm căn hộ chung cư ở Q Bắc Từ Liêm, 2 PN, 66 mét vuông, giá dưới 5.1 tỷ.","Search apartment tại Bắc Từ Liêm, 2 BR, diện tích 66 mét vuông, giá dưới 5.1 B."
4284,"Tìm nhà tại quận Nam Từ Liêm có diện tích 34 mét vuông, 3 phòng ngủ, giá dưới 6.4 tỷ đồng.","Tìm nhà tại Q Nam Từ Liêm, diện tích 34 mét vuông, 3 PN, giá dưới 6.4 tỷ.","Tìm apartment/nhà tại Nam Từ Liêm, 34 mét vuông, 3 BR, giá dưới 6.4 B."
4286,"Tìm căn hộ chung cư tại quận Tây Hồ, có 2 phòng ngủ, diện tích 83 mét vuông, giá dưới 9.0 tỷ đồng.","Tìm căn hộ chung cư tại Q Tây Hồ, 2 PN, 83 mét vuông, giá dưới 9.0 tỷ.","Tìm apartment tại Tây Hồ, 2 BR, 83 mét vuông, giá dưới 9.0 B."
4290,"Nhà 4 phòng ngủ tại quận Hoàng Mai, diện tích 48 mét vuông, giá dưới 9.8 tỷ đồng","Nhà 4 PN tại Q Hoàng Mai, diện tích 48 mét vuông, giá dưới 9.8 tỷ","house 4 BR tại Hoàng Mai, diện tích 48 mét vuông, giá dưới 9.8 B"
4298,"Nhà tại quận Long Biên, 4 phòng ngủ, diện tích 34 mét vuông, giá dưới 6.1 tỷ đồng","Nhà tại Q Long Biên, 4 PN, diện tích 34 mét vuông, giá dưới 6.1 tỷ","house tại Long Biên, 4 BR, diện tích 34 mét vuông, giá dưới 6.1 B"
4300,"Cần tìm căn hộ chung cư tại quận Hoàng Mai, có 2 phòng ngủ, diện tích 67 mét vuông, giá dưới 5.05 tỷ đồng.","Tìm căn hộ chung cư Q Hoàng Mai, 2 PN, 67 mét vuông, giá dưới 5.05 tỷ.","apartment tại Hoàng Mai, 2 BR, 67 mét vuông, giá dưới 5.05 B."
4308,"Nhà tại quận Nam Từ Liêm, diện tích 36 mét vuông, có 4 phòng ngủ, giá dưới 7.1 tỷ đồng.","Nhà tại Q Nam Từ Liêm, diện tích 36 mét vuông, có 4 PN, giá dưới 7.1 tỷ.","apartment tại Nam Từ Liêm, diện tích 36 mét vuông, 4 BR, giá dưới 7.1 B."
4317,"Nhà tại quận Hà Đông, năm mươi lăm mét vuông, năm phòng ngủ, giá dưới mười lăm tỷ đồng.","Nhà tại Q Hà Đông, 55 mét vuông, 5 PN, giá dưới 15,0 tỷ.","apartment tại Hà Đông, 55 mét vuông, 5 BR, giá dưới 15,0 B."
4318,"Cần bán căn hộ chung cư tại quận Long Biên, 3 phòng ngủ, diện tích 117 mét vuông, giá dưới 12.5 tỷ đồng.","Cần bán căn hộ chung cư tại Q Long Biên, 3 PN, diện tích 117 mét vuông, giá dưới 12.5 tỷ.","Need bán apartment tại Long Biên, 3 BR, diện tích 117 mét vuông, giá dưới 12.5 B."
4320,"Nhà tại quận Long Biên, diện tích 40 mét vuông, có 5 phòng ngủ, giá dưới 14.4 tỷ đồng.","Nhà Q Long Biên, 40 mét vuông, 5 PN, giá dưới 14.4 tỷ.","house tại Long Biên, 40 mét vuông, 5 BR, giá dưới 14.4 B."
4321,"Cần bán căn hộ chung cư tại quận Thanh Xuân, có 3 phòng ngủ, diện tích 100 mét vuông, giá dưới 7.5 tỷ đồng.","Cần bán căn hộ chung cư tại Q Thanh Xuân, 3 PN, 100 mét vuông, giá dưới 7.5 tỷ.","Cần bán apartment tại Thanh Xuân, 3 BR, 100 mét vuông, giá dưới 7.5 B."
4340,"Nhà tại quận Nam Từ Liêm, diện tích 37 mét vuông, 3 phòng ngủ, giá dưới 5.7 tỷ đồng","Nhà tại Q Nam Từ Liêm, diện tích 37 mét vuông, 3 PN, giá dưới 5.7 tỷ","apartment tại Nam Từ Liêm, diện tích 37 mét vuông, 3 BR, giá dưới 5.7 B"
4347,"Nhà tại quận Thanh Xuân, bốn phòng ngủ, diện tích 64 mét vuông, giá dưới 11.36 tỷ đồng","Nhà tại Q Thanh Xuân, 4 PN, 64 mét vuông, giá dưới 11.36 tỷ","house tại Thanh Xuân, 4 BR, 64 mét vuông, giá dưới 11.36 B"
4356,"Tìm căn hộ chung cư tại quận Hoàng Mai, có 3 phòng ngủ, diện tích 78 mét vuông, giá dưới 5.75 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 3 PN, 78 mét vuông, giá dưới 5.75 tỷ.","Search apartment tại Hoàng Mai, 3 BR, 78 mét vuông, giá dưới 5.75 B."
4363,"Nhà tại quận Hai Bà Trưng, diện tích 15 mét vuông, có 3 phòng ngủ, giá dưới 4.18 tỷ đồng.","Nhà tại Q Hai Bà Trưng, diện tích 15 mét vuông, có 3 PN, giá dưới 4.18 tỷ.","house tại Hai Bà Trưng, diện tích 15 mét vuông, 3 BR, giá dưới 4.18 B."
4368,"Tìm biệt thự nhà liền kề tại quận Hà Đông, có 4 phòng ngủ, diện tích 320 mét vuông, giá dưới 62,9 tỷ đồng.","Tìm biệt thự nhà liền kề tại Q Hà Đông, 4 PN, 320 mét vuông, giá dưới 62,9 tỷ.","Tìm apartment/house tại Hà Đông, 4 BR, 320 mét vuông, giá dưới 62,9 B."
4375,"Nhà tại quận Ba Đình, 4 phòng ngủ, diện tích 55 mét vuông, giá dưới 11.5 tỷ đồng","Nhà tại Q Ba Đình, 4 PN, 55 mét vuông, giá dưới 11.5 tỷ","house tại Ba Đình, 4 BR, 55 mét vuông, giá dưới 11.5 B"
4377,"Nhà tại quận Long Biên, 4 phòng ngủ, diện tích 48 mét vuông, giá dưới 6,3 tỷ đồng","Nhà tại Q Long Biên, 4 PN, 48 mét vuông, giá dưới 6,3 tỷ","house tại Long Biên, 4 BR, 48 mét vuông, giá dưới 6,3 B"
4382,"Nhà tại quận Hoài Đức, có 4 phòng ngủ, diện tích 41 mét vuông, giá dưới 6.8 tỷ đồng.","Nhà Q Hoài Đức, 4 PN, 41 mét vuông, giá dưới 6.8 tỷ.","house tại Hoài Đức, 4 BR, 41 mét vuông, giá dưới 6.8 B."
4390,"Nhà tại quận Cầu Giấy, diện tích 34 mét vuông, 3 phòng ngủ, giá dưới 8.48 tỷ đồng","Nhà Q Cầu Giấy, 34 mét vuông, 3 PN, giá dưới 8.48 tỷ","house tại Cầu Giấy, 34 mét vuông, 3 BR, giá dưới 8.48 B"
4391,"Nhà tại quận Thanh Xuân, có 5 phòng ngủ, diện tích 101 mét vuông, giá dưới 12.4 tỷ đồng","Nhà tại Q Thanh Xuân, 5 PN, 101 mét vuông, giá dưới 12.4 tỷ","house tại Thanh Xuân, 5 BR, 101 mét vuông, giá dưới 12.4 B"
4398,"Nhà tại quận Hà Đông, diện tích 75 mét vuông, có 5 phòng ngủ, giá dưới 16.2 tỷ đồng.","Nhà Q Hà Đông, 75 mét vuông, 5 PN, giá dưới 16.2 tỷ.","house tại Hà Đông, 75 mét vuông, 5 BR, giá dưới 16.2 B."
4399,"Nhà tại quận Long Biên, 5 phòng ngủ, diện tích 90 mét vuông, giá dưới 26.3 tỷ đồng","Nhà tại Q Long Biên, 5 PN, 90 mét vuông, giá dưới 26.3 tỷ","house tại Long Biên, 5 BR, 90 mét vuông, giá dưới 26.3 B"
4404,"Căn hộ chung cư 2 phòng ngủ tại quận Gia Lâm, diện tích 69 mét vuông, giá dưới 4.92 tỷ đồng","Căn hộ chung cư 2 PN tại Q Gia Lâm, diện tích 69 mét vuông, giá dưới 4.92 tỷ","apartment 2 BR tại Gia Lâm, diện tích 69 mét vuông, giá dưới 4.92 B"
4410,"Cần tìm căn hộ chung cư tại quận Hoàng Mai, có 2 phòng ngủ, diện tích 75 mét vuông, giá dưới 5.8 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 2 PN, 75 mét vuông, giá dưới 5.8 tỷ.","Search apartment tại quận Hoàng Mai, 2 BR, 75 mét vuông, giá dưới 5.8 B."
4419,"Cần tìm căn hộ chung cư tại quận Hoàng Mai, có 3 phòng ngủ, diện tích 109 mét vuông, giá dưới 5.98 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 3 PN, 109 mét vuông, giá dưới 5.98 tỷ.","Search apartment tại Hoàng Mai, 3 BR, 109 mét vuông, giá dưới 5.98 B."
4426,"Nhà tại quận Long Biên, 3 phòng ngủ, diện tích 37 mét vuông, giá dưới 14.3 tỷ đồng","Nhà tại Q Long Biên, 3 PN, 37 mét vuông, giá dưới 14.3 tỷ","house tại Long Biên, 3 BR, 37 mét vuông, giá dưới 14.3 B"
4427,"Nhà tại quận Đống Đa, ba phòng ngủ, diện tích 56 mét vuông, giá dưới 25.5 tỷ đồng","Nhà tại Q Đống Đa, 3 PN, 56 mét vuông, giá dưới 25.5 tỷ","apartment tại Đống Đa, 3 BR, 56 mét vuông, giá dưới 25.5 B"
4441,"Nhà tại quận Long Biên, 4 phòng ngủ, diện tích 43 mét vuông, giá dưới 15.25 tỷ đồng.","Nhà tại Q Long Biên, 4 PN, diện tích 43 mét vuông, giá dưới 15.25 tỷ.","house tại Long Biên, 4 BR, diện tích 43 mét vuông, giá dưới 15.25 B."
4449,"Tìm căn hộ chung cư tại quận Gia Lâm, có 2 phòng ngủ, diện tích 62 mét vuông, giá dưới 4.48 tỷ đồng.","Tìm căn hộ chung cư tại Q Gia Lâm, 2 PN, 62 mét vuông, giá dưới 4.48 tỷ.","Tìm apartment tại Gia Lâm, 2 BR, 62 mét vuông, giá dưới 4.48 B."
4451,"Nhà tại quận Nam Từ Liêm, diện tích 32 mét vuông, có 2 phòng ngủ, giá dưới 2.1 tỷ đồng.","Nhà Q Nam Từ Liêm, 32 mét vuông, 2 PN, giá dưới 2.1 tỷ.","house ở Nam Từ Liêm, 32 mét vuông, 2 BR, giá dưới 2.1 B."
4458,"Tìm căn hộ chung cư 3 phòng ngủ tại quận Gia Lâm, diện tích 73,9 mét vuông, giá dưới 6,8 tỷ đồng.","Tìm căn hộ chung cư 3 PN tại Q Gia Lâm, diện tích 73,9 mét vuông, giá dưới 6,8 tỷ.","Tìm apartment 3 BR tại Gia Lâm, diện tích 73,9 mét vuông, giá dưới 6,8 B."
4482,"Cần bán căn hộ chung cư tại quận Thanh Xuân, có 3 phòng ngủ, diện tích 86 mét vuông, giá dưới 7.05 tỷ đồng.","Cần bán căn hộ chung cư tại Q Thanh Xuân, 3 PN, 86 mét vuông, giá dưới 7.05 tỷ.","Need bán apartment tại Thanh Xuân, 3 BR, 86 mét vuông, giá dưới 7.05 B."
4495,"Cần tìm căn hộ chung cư tại quận Hoàng Mai, có 3 phòng ngủ, diện tích 99 mét vuông, giá dưới 7.5 tỷ đồng.","Tìm căn hộ chung cư Q Hoàng Mai, 3 PN, 99 mét vuông, giá dưới 7.5 tỷ.","Looking for apartment tại Hoàng Mai, 3 BR, 99 mét vuông, giá dưới 7.5 B."
4499,"Nhà tại quận Hai Bà Trưng, diện tích 33 mét vuông, có 3 phòng ngủ, giá dưới 6.2 tỷ đồng.","Nhà Q Hai Bà Trưng, 33 mét vuông, 3 PN, giá dưới 6.2 tỷ.","house ở quận Hai Bà Trưng, 33 mét vuông, 3 BR, giá dưới 6.2 B."
4501,"Cần tìm căn hộ chung cư 1 phòng ngủ tại quận Gia Lâm, diện tích 34 mét vuông, giá dưới 2.4 tỷ đồng.","Tìm căn hộ chung cư 1 PN tại Q Gia Lâm, 34 mét vuông, giá dưới 2.4 tỷ.","Search apartment 1 BR tại Gia Lâm, 34 mét vuông, giá dưới 2.4 B."
4510,"Tìm căn hộ chung cư tại quận Nam Từ Liêm, có 3 phòng ngủ, diện tích 98 mét vuông, giá dưới 8.8 tỷ đồng.","Tìm căn hộ chung cư tại Q Nam Từ Liêm, có 3 PN, diện tích 98 mét vuông, giá dưới 8.8 tỷ.","Tìm apartment tại Nam Từ Liêm, 3 BR, diện tích 98 mét vuông, giá dưới 8.8 B."
4518,"Cần bán căn hộ chung cư tại quận Thanh Xuân, có 3 phòng ngủ, diện tích 118.5 mét vuông, giá dưới 9.1 tỷ đồng.","Cần bán căn hộ chung cư tại Q Thanh Xuân, 3 PN, 118.5 mét vuông, giá dưới 9.1 tỷ.","Need bán apartment tại Thanh Xuân, 3 BR, 118.5 mét vuông, giá dưới 9.1 B."
4519,"Nhà tại quận Long Biên, 4 phòng ngủ, diện tích 110 mét vuông, giá dưới 21.49 tỷ đồng","Nhà Q Long Biên, 4 PN, 110 mét vuông, giá dưới 21.49 tỷ","house tại Long Biên, 4 BR, 110 mét vuông, giá dưới 21.49 B"
4520,"Nhà tại quận Nam Từ Liêm, 4 phòng ngủ, diện tích 38 mét vuông, giá dưới 6.38 tỷ đồng","Nhà tại Q Nam Từ Liêm, 4 PN, diện tích 38 mét vuông, giá dưới 6.38 tỷ","house tại Nam Từ Liêm, 4 BR, diện tích 38 mét vuông, giá dưới 6.38 B"
